id,term,ontoid,ontolabel,characterr,characterstate,source
1595,osteoderm,,,character,"dorsal osteoderms relation to presacral vertebrae :",earlyevolutionofarchosaurs-1.xml_3b9b70c9-8f55-449f-ae47-bef11a8d8501.txt-0
1596,osteoderm,,,character,"presacral osteoderms , dimensions :",earlyevolutionofarchosaurs-1.xml_74a22d63-16c6-4ba5-9e28-29a9147efe81.txt-0
1597,osteoderm,,,character,"osteoderms , number of paramedian rows :",earlyevolutionofarchosaurs-1.xml_cb67f6d0-05ff-4969-8dc5-78bd40b02a0a.txt-0
1598,osteoderm,,,character,"postaxial osteoderms , arrangement dorsal to the vertebral column :",earlyevolutionofarchosaurs-1.xml_d2464a60-9614-4cce-aa89-b8352dc810b2.txt-0
1599,osteoderm,,,character,"osteoderms , dorsal to the vertebral column :",earlyevolutionofarchosaurs-1.xml_d346595c-9df0-4e8d-8997-469f7f23bbbe.txt-0
1600,osteoderm,,,character,"osteoderms , presacral , dorsal , anterior edge :",earlyevolutionofarchosaurs-1.xml_e91c80dd-1376-44e3-9b54-9c9c94177a72.txt-0
1601,osteoderm,,,character,"gill osteoderms",Anderson_2007.xml_382afe44-5ccc-4cb4-a27d-9e0561997c91.txt-0
1602,ovali,,,description,"does not or barely makes contact with prootic anteroventral to fenestra ovalis",earlyevolutionofarchosaurs-1.xml_2a9a6424-ab0c-4043-938d-5cf36cf9b516_5f4dcf4c-b77f-4d7a-a613-63356e2ebdb2.txt-0
1603,pair,,,description,"1 paramedian pair",earlyevolutionofarchosaurs-1.xml_cb67f6d0-05ff-4969-8dc5-78bd40b02a0a_434c5fa1-bf08-401a-835d-799d8bf1de64.txt-0
1604,pair,,,description,"one pair",Anderson_2007.xml_3b6b34ae-da4a-4f4d-9242-b49008e5c813_e32e6db7-dc2b-4244-9076-3d8711cac7d8.txt-0
1605,pair,,,description,"one pair",Swartz_2012.xml_51f24576-a26c-4932-a77e-14edffe16689_077acec7-c946-482b-b884-55b309a84bf9.txt-0
1606,pair,,,description,"one pair",Swartz_2012.xml_ccbfb714-42b3-48ac-9093-8a3a3d6dfbef_b8099658-6704-41ef-9332-a7d1e9508135.txt-0
1607,pair,,,description,"1 pair",Swartz_2012.xml_d291ab80-df67-431e-bd37-e729f9f73a9c_ea27ab96-b17e-4b3b-94d6-a19a827f03dd.txt-0
1608,pair,,,description,"2 paramedian pairs",earlyevolutionofarchosaurs-1.xml_cb67f6d0-05ff-4969-8dc5-78bd40b02a0a_50f733ba-8c8a-4d14-90e3-f17d85d66ce1.txt-0
1609,pair,,,description,"two pairs",Anderson_2007.xml_3b6b34ae-da4a-4f4d-9242-b49008e5c813_c3af3493-90c1-42fb-bd1d-ca08656d34f3.txt-0
1610,pair,,,description,"single pit pairs",Anderson_2007.xml_52243cea-166b-494e-b8db-e932d928930d_b77ffeba-69cf-4308-8913-31c307c0f775.txt-0
1611,pair,,,character,"number pairs of caudal ribs",Anderson_2007.xml_ec07b8ab-df24-47a4-bb5b-aeba58782910.txt-0
1612,pair,,,character,"number of fang pairs on posterior most coronoid",Swartz_2012.xml_4af883df-7266-4f63-9781-0cb81de6e53a.txt-0
1613,pair,,,description,"two pairs",Swartz_2012.xml_51f24576-a26c-4932-a77e-14edffe16689_f70766f0-2012-4848-b6c4-c2c731b4131a.txt-0
1614,pair,,,character,"vomerine fang pairs noticeably smaller than other palatal fang pairs",Swartz_2012.xml_bc5f7030-f17b-427b-a850-4bf26a0e7887.txt-0
1615,pair,,,description,"two pairs",Swartz_2012.xml_ccbfb714-42b3-48ac-9093-8a3a3d6dfbef_9cd541b5-2d11-465a-b379-9ab3a5c15e73.txt-0
1616,palate,UBERON:0001716;UBERON:0007375;,"secondary palate;primary or secondary palate;",description,"does not contact the palate",earlyevolutionofarchosaurs-1.xml_2be2e4ea-6add-445a-8fee-409d6a12ed24_886680fa-4576-4338-85af-0a32bccbe646.txt-0
1617,palate,UBERON:0001716;UBERON:0007375;,"secondary palate;primary or secondary palate;",description,"contacts the palate",earlyevolutionofarchosaurs-1.xml_2be2e4ea-6add-445a-8fee-409d6a12ed24_ddc784b5-a523-4608-9801-774cdef4094f.txt-0
1618,palatine,UBERON:2002158;,palatine;,character,"palatine , fossa on the dorsal surface :",earlyevolutionofarchosaurs-1.xml_7e2a1780-eac8-418c-9055-7be480eadb3d.txt-0
1619,palatine,UBERON:2002158;,palatine;,description,"does not extend very far anteriorly along the upper surface of the palatine",earlyevolutionofarchosaurs-1.xml_7e2a1780-eac8-418c-9055-7be480eadb3d_f869321b-6eee-4af2-9085-8d38d898f0f9.txt-0
1620,palatine,UBERON:2002158;,palatine;,character,"palatine_pterygoid , fenestra :",earlyevolutionofarchosaurs-1.xml_82fb044c-924d-4848-bbc0-5e53d4623567.txt-0
1621,palatine,UBERON:2002158;,palatine;,character,"palatine , posterior margin of the choana :",earlyevolutionofarchosaurs-1.xml_f187a0c2-a005-4f70-b492-478646e46ac8.txt-0
1622,palatine,UBERON:2002158;,palatine;,description,"longer than palatine",Anderson_2007.xml_1c586b0e-77c8-4a8e-b941-00bdaf19bfa8_0114def0-4b60-4ef6-9561-ce5f5a96b22e.txt-0
1623,palatine,UBERON:2002158;,palatine;,description,"shorter than palatine",Anderson_2007.xml_1c586b0e-77c8-4a8e-b941-00bdaf19bfa8_d972eb3f-e0a5-4096-8bfd-1ccec90e791e.txt-0
1624,palatine,UBERON:2002158;,palatine;,character,"denticles on palatines",Anderson_2007.xml_8c1955c3-315d-40f5-bb20-c51ecb07a165.txt-0
1625,palatine-pterygoid,,,character,"palatine_pterygoid , fenestra :",earlyevolutionofarchosaurs-1.xml_82fb044c-924d-4848-bbc0-5e53d4623567.txt-0
1626,palpebral,UBERON:0010309;,"palpebral bone;",character,"palpebral :",earlyevolutionofarchosaurs-1.xml_1c26e8f8-229b-4a73-a4c1-5a9617c83855.txt-0
1627,palpebral,UBERON:0010309;,"palpebral bone;",character,"palpebral :",earlyevolutionofarchosaurs-1.xml_5f3108f3-5c65-471e-94af-95cefed928c4.txt-0
1628,palpebral,UBERON:0010309;,"palpebral bone;",character,"palpebral , size :",earlyevolutionofarchosaurs-1.xml_7497286d-8e5b-46a5-a132-11b9ca8b0d80.txt-0
1629,palpebral,UBERON:0010309;,"palpebral bone;",description,"one dominant palpebral that is at least twice the size of the other",earlyevolutionofarchosaurs-1.xml_7497286d-8e5b-46a5-a132-11b9ca8b0d80_fb9c01c1-1dba-414b-a1f4-1307393d3978.txt-0
1630,parabaisphenoid,,,character,"parabaisphenoid , semilunar depression on the lateral surface of the basal tubera :",earlyevolutionofarchosaurs-1.xml_5906419f-511c-413c-bdce-573ad9ce6a72.txt-0
1631,parabaisphenoid,,,character,"parabaisphenoid , basipterygoid processes :",earlyevolutionofarchosaurs-1.xml_e232c679-e3fe-4002-ab87-e7a1596eb302.txt-0
1632,parabasisphenoid,,,character,"parabasisphenoid , foramina for entrance of cerebral branches of internal carotid artery into the braincase positioned on the surface :",earlyevolutionofarchosaurs-1.xml_1183556d-ce2a-4f7c-bc4a-5894a88284b6.txt-0
1633,parabasisphenoid,,,character,"parabasisphenoid :",earlyevolutionofarchosaurs-1.xml_2a82be5f-b608-476a-b69c-60bc3d32b24a.txt-0
1634,parabasisphenoid,,,character,"parabasisphenoid , orientation :",earlyevolutionofarchosaurs-1.xml_5c9aaa0e-f0df-441e-aa2e-b76e8f075cfa.txt-0
1635,parabasisphenoid,,,character,"parabasisphenoid , recess :",earlyevolutionofarchosaurs-1.xml_7f0b5cbc-56a5-4bb4-a58e-13243fd20f51.txt-0
1636,parabasisphenoid,,,description,"ossified mainly by prootic and laterosphenoid , such that laterosphenoid_parabasisphenoid contact is absent",earlyevolutionofarchosaurs-1.xml_c3e5f6c4-1f16-43ea-adfa-7704a5855f8f_30615353-70ce-4ca7-b8d8-637b0b55f007.txt-0
1637,parabasisphenoid,,,description,"ossified largely by laterosphenoid and parabasisphenoid , with contact occurring between these two elements anterior to the trigeminal foramen in the adult braincase",earlyevolutionofarchosaurs-1.xml_c3e5f6c4-1f16-43ea-adfa-7704a5855f8f_8fd8f635-1d18-45d6-b52a-f0d81fe1e5f7.txt-0
1638,parabasisphenoid,,,description,"within parabasisphenoid only",earlyevolutionofarchosaurs-1.xml_c5346ba7-1a50-4221-9c1b-7e2496e4da98_0a395524-1304-494b-b4e4-f254921b4a7e.txt-0
1639,parabasisphenoid,,,description,"between parabasisphenoid and prootic",earlyevolutionofarchosaurs-1.xml_c5346ba7-1a50-4221-9c1b-7e2496e4da98_827e471e-7f47-41de-bdf1-553cc40e3bf7.txt-0
1640,parabasisphenoid,,,character,"parabasisphenoid , between basal tubera and basipterygoid processes :",earlyevolutionofarchosaurs-1.xml_cf2ac085-e41f-43a3-8978-1bf49c2a1d64.txt-0
1641,parabasisphenoid,,,character,"parabasisphenoid , external foramina for passage of abducens nerves :",earlyevolutionofarchosaurs-1.xml_da0c54ff-d5b2-4830-835f-f38e8f03ea01.txt-0
1642,parabasisphenoid,,,character,"parabasisphenoid , plate :",earlyevolutionofarchosaurs-1.xml_dae71f43-9507-4a2e-b93d-83133da25e42.txt-0
1643,parabisisphenoid,,,character,"parabisisphenoid , anterior tympanic recess on the lateral side of the braincase :",earlyevolutionofarchosaurs-1.xml_1cb2ba55-b8b2-47ba-97dd-f6bbf60ef5ff.txt-0
1644,parapophyse,,,character,"middle dorsal vertebrae , diapophyses and parapophyses :",earlyevolutionofarchosaurs-1.xml_0c0008a0-2c10-47a4-b256-e4ea165ec5ed.txt-0
1645,parapophyse,,,description,"expand laterally where both diapophyses and parapophyses originate on a transverse process",earlyevolutionofarchosaurs-1.xml_0c0008a0-2c10-47a4-b256-e4ea165ec5ed_7ea6df59-8b7a-47a9-8260-fca04d492815.txt-0
1646,parapophyse,,,character,"posterior cervical vertebrae , divided parapophyses :",earlyevolutionofarchosaurs-1.xml_4abeac21-a337-4bd1-9c77-c72cfe3ec768.txt-0
1647,parapophyse,,,character,"atlas parapophyses",Anderson_2007.xml_e35a7334-1f36-4a59-8a84-67b8b1b79b0d.txt-0
1648,parapophysi,,,character,"anterior to middle cervical vertebrae , diapophysis and parapophysis :",earlyevolutionofarchosaurs-1.xml_b20d7e50-de42-4e10-9de8-50062314eb09.txt-0
1649,parapophysi,,,character,"sacral parapophysis",Anderson_2007.xml_04d9b0e3-4897-4d59-a3c4-13c2dc48cd0e.txt-0
1650,parasphenoid,TAO:0000561,parasphenoid,character,parasphenoid,Anderson_2007.xml_a992a0f2-78ea-4e6e-a620-bb9740b93b8d.txt-0
1651,parasphenoid,TAO:0000561,parasphenoid,character,"denticles on parasphenoid",Anderson_2007.xml_ceb85f83-2135-4d71-be92-867ac11ad8b1.txt-0
1652,parasphenoid,TAO:0000561,parasphenoid,character,"parasphenoid vomer articulation",Anderson_2007.xml_fbc7a78b-63b2-4449-80be-b347d8acc16e.txt-0
1653,parasphenoid,TAO:0000561,parasphenoid,character,"parasphenoid , denticulated field",Swartz_2012.xml_09f6d273-98af-4abf-bc61-295a5ce88266.txt-0
1654,parasphenoid,TAO:0000561,parasphenoid,character,parasphenoid,Swartz_2012.xml_3065abdf-f275-4cb2-bd8d-95f720604d61.txt-0
1655,parasphenoid,TAO:0000561,parasphenoid,character,"posterior end of parasphenoid",Swartz_2012.xml_51939f03-1786-45ef-8f27-975d43a1bfb8.txt-0
1656,parasphenoid,TAO:0000561,parasphenoid,character,"relationship of vomer to parasphenoid",Swartz_2012.xml_9d379bfb-8206-4568-9964-51a6afffed98.txt-0
1657,parasphenoid,TAO:0000561,parasphenoid,character,"posterior carotid opening in parasphenoid",Swartz_2012.xml_c19cc06e-fa8f-467a-b193-06a1ea44d9d4.txt-0
1658,parasymphsial,,,character,"parasymphsial fangs",Swartz_2012.xml_f1c8041d-6890-4dbf-b16f-738e2436a1cf.txt-0
1659,parasymphysial,,,character,"parasymphysial plate detachable whorl",Swartz_2012.xml_1293f9e2-c722-483d-8a7e-3a5d240516be.txt-0
1660,parasymphysial,,,character,"parasymphysial plate dentition",Swartz_2012.xml_26d8e73d-ddf8-4378-8829-7ea5cec213c0.txt-0
1661,parasymphysial,,,character,"parasymphysial plate",Swartz_2012.xml_ad77b938-5a3a-4635-a5ba-bc47273c93f9.txt-0
1662,parasymphysial,,,character,"mesial parasymphysial foramen",Swartz_2012.xml_d8094b10-0951-450d-88d4-83ec35a7f8fe.txt-0
1663,parasymphysial,,,character,"lateral parasymphysial foramen",Swartz_2012.xml_ea292b4e-a08f-4fb1-939c-01209c508ef8.txt-0
1664,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietal , posterolateral process :",earlyevolutionofarchosaurs-1.xml_12656a23-39d8-4a19-9cbb-e014aaa27099.txt-0
1665,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietal foramen :",earlyevolutionofarchosaurs-1.xml_8a380811-a5de-4e3d-92a9-18b37f6fe6bc.txt-0
1666,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietal_tabular contact",Anderson_2007.xml_0507311c-938c-439c-b3f9-e67db037ec17.txt-0
1667,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietal_postorbital contact",Anderson_2007.xml_7b80c52e-a209-4775-838f-55b62352778c.txt-0
1668,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietal forament",Anderson_2007.xml_bfdf4561-0f80-4b14-bee6-a41fac8ce41f.txt-0
1669,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietal_squamosal contact",Anderson_2007.xml_c821418f-36e4-43aa-8771-61e6482c78e9.txt-0
1670,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"contact between parietal and postfrontal",Swartz_2012.xml_59e1a480-7d06-422f-a568-1b5c706806c3.txt-0
1671,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietals , posteroventral edge :",earlyevolutionofarchosaurs-1.xml_39e4d86c-c483-4010-be3c-a12db33b3efb.txt-0
1672,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietals , in presumed adults :",earlyevolutionofarchosaurs-1.xml_3ebc9476-42ce-4c7c-b320-a0967caa6f72.txt-0
1673,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietals , upper temporal fenestrae separated by :",earlyevolutionofarchosaurs-1.xml_7b998d9c-4587-4396-90eb-9acbf3cd1378.txt-0
1674,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietals , occipital margin shape :",earlyevolutionofarchosaurs-1.xml_82274b18-091e-464b-8cd2-bfacebab40bc.txt-0
1675,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"width of ethmoid relative to its length from snout tip to the posterior margin of the parietals",Swartz_2012.xml_24e17d58-b43f-422a-a900-f913933e1180.txt-0
1676,parietal,UBERON:0000210;,"tetrapod parietal bone;",character,"parietals surround pineal foramen",Swartz_2012.xml_49f0478c-a4c6-4cb1-90c7-522e17e8f827.txt-0
1677,parietal,UBERON:0000210;,"tetrapod parietal bone;",description,"parietals surround pineal foramen / eminence",Swartz_2012.xml_49f0478c-a4c6-4cb1-90c7-522e17e8f827_929e0819-e962-4703-bbc6-187a2c64acbf.txt-0
1678,parietal-postorbital,,,character,"parietal_postorbital contact",Anderson_2007.xml_7b80c52e-a209-4775-838f-55b62352778c.txt-0
1679,parietal-squamosal,,,character,"parietal_squamosal contact",Anderson_2007.xml_c821418f-36e4-43aa-8771-61e6482c78e9.txt-0
1680,parietal-tabular,,,character,"parietal_tabular contact",Anderson_2007.xml_0507311c-938c-439c-b3f9-e67db037ec17.txt-0
1681,paroccipital,,,character,"opisthotic , paroccipital processes :",earlyevolutionofarchosaurs-1.xml_3a4d9404-5a34-4ab4-a703-ba53a730773c.txt-0
1682,paroccipital,,,character,"squamosal , facet for the paroccipital process on the medial side of the posterior process :",earlyevolutionofarchosaurs-1.xml_9ce37bbb-fa84-4e3f-ab64-ca4fddd98a42.txt-0
1683,paroccipital,,,character,"opisthotic , extent of the lateral margin of the paroccipital :",earlyevolutionofarchosaurs-1.xml_a18d64f7-3b8d-466d-980d-a57a1b04e79a.txt-0
1684,paroccipital,,,description,"has a sutural contact with the paroccipital process of the opithotic",earlyevolutionofarchosaurs-1.xml_dd0bbd2a-aa2e-40fb-a887-e5341637b739_563000bf-a60f-4ea3-a2ff-2df131f739e5.txt-0
1685,paroccipital,,,description,"does not have sutural contact with the paroccipital process of the opithotic",earlyevolutionofarchosaurs-1.xml_dd0bbd2a-aa2e-40fb-a887-e5341637b739_a2fd20ba-0560-4404-a67e-51b1fca1f550.txt-0
1686,paroccipital,,,character,"opisthotic , paroccipital processes :",earlyevolutionofarchosaurs-1.xml_f52b34bb-dd2c-4e02-ab89-fff7a32cc47f.txt-0
1687,parotica,,,character,"extent of crista parotica",Swartz_2012.xml_5be046bd-3b12-4ae7-925d-fe641e801d18.txt-0
1688,part,,,character,"osteoderms , covering the appendages , at least in part :",earlyevolutionofarchosaurs-1.xml_2b724b07-73ec-424c-84a5-2c7c4bc4e34a.txt-0
1689,part,,,description,"posterior part expanded posteriorly",earlyevolutionofarchosaurs-1.xml_4b9855e0-b537-45fd-a722-c41a485b0f7a_12970a28-ade0-4cd3-bad4-590b8992ffb4.txt-0
1690,part,,,character,"cervical vertebrae , rimmed depression on the posterior part of the centrum :",earlyevolutionofarchosaurs-1.xml_6e1bdde9-2f55-49a4-bff5-291ef23fcf14.txt-0
1691,part,,,description,"possesses a posterolateral process that envelops part of the anterior ramus of the lacrimal",earlyevolutionofarchosaurs-1.xml_716504ad-eb50-4cfa-9434-c76de0ce364b_dd5b61b7-bf40-4f05-bf40-679620fb8ac4.txt-0
1692,part,,,description,"does not possess a posterolateral process that envelops part of the anterior ramus of the lacrimal",earlyevolutionofarchosaurs-1.xml_716504ad-eb50-4cfa-9434-c76de0ce364b_e07807d5-0eb3-4cdf-9a79-55348bdbfaf3.txt-0
1693,part,,,description,"present as a deep fossa on the ventral surface of postacetabular part of the ilium",earlyevolutionofarchosaurs-1.xml_97246c85-320c-4b7a-b7c3-03375ef05847_28c23c05-3afa-4b66-aaae-729052673c23.txt-0
1694,part,,,description,"does not fold over the posterior / posterodorsal part of the antorbital fenestra",earlyevolutionofarchosaurs-1.xml_b7b01c97-1f07-468d-805e-709872eacb40_adcbae78-c68c-4498-835c-7ed8850bf0d0.txt-0
1695,part,,,description,"folds over the posterior / posterodorsal part of the antorbital fenestra",earlyevolutionofarchosaurs-1.xml_b7b01c97-1f07-468d-805e-709872eacb40_d6ac45b4-52fe-4b28-82d7-b28cea3e5dc9.txt-0
1696,part,,,description,"forms part of the dorsal border of the antorbital fossa",earlyevolutionofarchosaurs-1.xml_d2b94c5b-2f8c-4723-b165-7e4059d47ce8_a152c0cf-4f90-461a-be59-0a34fcdf45f9.txt-0
1697,part,,,description,"does not form part of the dorsal border of the antorbital fossa",earlyevolutionofarchosaurs-1.xml_d2b94c5b-2f8c-4723-b165-7e4059d47ce8_f19a313e-c0fe-4ff8-9b6b-0083bde6dd36.txt-0
1698,part,,,character,"splenial , foramen in the ventral part :",earlyevolutionofarchosaurs-1.xml_d3537e4d-bf19-4329-a6db-bd8d19159a89.txt-0
1699,part,,,description,"peak above anterior part of adductor fossa , dorsal margin of fossa convex",Swartz_2012.xml_0fb9bf51-9ec3-4725-b925-1da37a2b203f_6ba3dcc4-cbe6-457a-9b0f-1418614c2349.txt-0
1700,part,,,character,"premaxilla forms part of choanal margin",Swartz_2012.xml_b5bba0ad-11f6-4dc8-b7ca-ff11cf127c7f.txt-0
1701,passage,,,character,"parabasisphenoid , external foramina for passage of abducens nerves :",earlyevolutionofarchosaurs-1.xml_da0c54ff-d5b2-4830-835f-f38e8f03ea01.txt-0
1702,patch,,,description,"scattered patches or absent",Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36_f1e5f929-419f-44f4-be20-24a6424cb286.txt-0
1703,patch,,,description,"a few discontinuous patches or absent",Swartz_2012.xml_54d35e79-5123-4d6f-b1ff-4655d12bb247_59f85c88-b2ac-4a46-aaed-ac3b8060c537.txt-0
1704,pedal,,,character,"pedal digit iv , number of phalanges :",earlyevolutionofarchosaurs-1.xml_68b01c64-9eee-45c1-a3d9-c9a931ea8595.txt-0
1705,pedal,,,character,"pedal unguals :",earlyevolutionofarchosaurs-1.xml_93afef35-4882-427d-b6d0-cc6d6e46c408.txt-0
1706,pedicle,UBERON:0001078;UBERON:3000031;,"pedicle of vertebra;ascending process of palatoquadrate;",description,"on arch pedicle",Anderson_2007.xml_3d3c06ef-9a0e-4455-83ec-7ef5289ba249_f45a2de1-f4c8-45b9-8903-99d4a31ee1c8.txt-0
1707,peduncle,,,character,"ilium , ischiadic peduncle orientation :",earlyevolutionofarchosaurs-1.xml_11562fc3-f8cd-4210-baa9-e15e4ab0d504.txt-0
1708,peduncle,,,description,"confluent with the pubic peduncle",earlyevolutionofarchosaurs-1.xml_542bbb63-c63d-47ec-80cf-1821d0c43083_2fb0bebe-3bc2-4878-925b-e3f326a1d320.txt-0
1709,peduncle,,,description,"offset from the pubic peduncle by a notch",earlyevolutionofarchosaurs-1.xml_542bbb63-c63d-47ec-80cf-1821d0c43083_3aa4855d-6143-424b-872e-83f276d26181.txt-0
1710,peg,,,description,"blunt pegs",Anderson_2007.xml_378383d7-4003-4177-bd30-3229400b4723_0759079f-b890-4387-9bf8-b07f76fc46f7.txt-0
1711,peg,,,description,"pointed pegs",Anderson_2007.xml_378383d7-4003-4177-bd30-3229400b4723_5c7df521-4f61-4f29-8fa8-329b9d72a81c.txt-0
1712,pelvis,UBERON:0002355;,pelvis;,description,"incorporated into the sacrum , with their ribs / transverse processes articulating with the pelvis",earlyevolutionofarchosaurs-1.xml_a718d310-975d-4c69-b5af-16af2c8fd1d6_71f24d78-5634-453f-949e-9f62bb9f9c51.txt-0
1713,pelvis,UBERON:0002355;,pelvis;,description,"incorporated into the sacrum , with their ribs / transverse processes articulating with the pelvis",earlyevolutionofarchosaurs-1.xml_d0f06d41-5056-4e21-8f1f-d603edb7638f_3a6073e5-8349-4e41-8d73-fe798452c027.txt-0
1714,pelvis,UBERON:0002355;,pelvis;,character,pelvis,Anderson_2007.xml_aa85efe6-e908-4fc1-b96a-dda6fd85849b.txt-0
1715,perilymphatic,,,character,"perilymphatic foramen :",earlyevolutionofarchosaurs-1.xml_8d65b3be-6f37-47ef-af04-c982abc98a52.txt-0
