characterr,sentence,entityontoid,entitylabel,qualityontoid,qualitylabel
Metapterygoid form,"ventral edge strongly curved, anterior process prominent, dorsal edge scarcely convex. In the original matrix this character was coded in additive binary format: 1,0,0,0",BSPO:0000679^OBO_REL:part_of(TAO:0000240),dorsal margin(part_of(metapterygoid)),PATO:0001593,decreased curvature
Metapterygoid form,"ventral edge strongly curved, anterior process prominent, dorsal edge scarcely convex. In the original matrix this character was coded in additive binary format: 1,0,0,0",BSPO:0000684^OBO_REL:part_of(TAO:0000240),ventral margin(part_of(metapterygoid)),PATO:0001592,increased curvature
Metapterygoid form,"ventral edge strongly curved, anterior process prominent, dorsal edge scarcely convex. In the original matrix this character was coded in additive binary format: 1,0,0,0",BSPO:0000684^OBO_REL:part_of(TAO:0000240),ventral margin(part_of(metapterygoid)),PATO:0001592,increased curvature
Width of snout across mesethmoid cornua,broad,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000600,increased width
Width of snout across mesethmoid cornua,broad,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000600,increased width
Width of snout across mesethmoid cornua,narrow,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Width of snout across mesethmoid cornua,narrow,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Width of snout across mesethmoid cornua,very broad,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000600,increased width
Width of snout across mesethmoid cornua,very broad,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000600,increased width
Width of snout across mesethmoid cornua,very narrow,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Width of snout across mesethmoid cornua,very narrow,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Dorsal edge of ceratohyal,high keel,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0000570,increased height
Dorsal edge of ceratohyal,high keel,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0000570,increased height
Dorsal edge of ceratohyal,high keel,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0001419,sharp
Dorsal edge of ceratohyal,high keel,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0001419,sharp
Dorsal edge of ceratohyal,rounded,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0000411,round
Dorsal edge of ceratohyal,rounded,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0000411,round
Dorsal edge of ceratohyal,sharp crest,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0001419,sharp
Dorsal edge of ceratohyal,sharp crest,BSPO:0000679^OBO_REL:part_of(TAO:0000578),dorsal margin(part_of(anterior ceratohyal)),PATO:0001419,sharp
Epihyal shape,"ventral edge expanded, convex",BSPO:0000684^OBO_REL:part_of(TAO:0000627),ventral margin(part_of(posterior ceratohyal)),PATO:0000586,increased size
Epihyal shape,"ventral edge expanded, convex",BSPO:0000684^OBO_REL:part_of(TAO:0000627),ventral margin(part_of(posterior ceratohyal)),PATO:0000586,increased size
Opercle shape,"broad, dorsal edge deeply concave",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001857,concave
Opercle shape,"broad, dorsal edge deeply concave",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001857,concave
Opercle shape,"moderately broad, dorsal and anterior edges meet at 90?????? angle",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001321,right angle to
Opercle shape,"narrow, dorsal and anterior edges meet at ca. 100?????? angle",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001052,obtuse angle to
Opercle shape,"very narrow, dorsal and anterior edges meet at ca. 100?????? angle",BSPO:0000679^OBO_REL:part_of(TAO:0000250),dorsal margin(part_of(opercle)),PATO:0001052,obtuse angle to
Interopercle shape,expanded posteroventrally,BSPO:0000689^OBO_REL:part_of(TAO:0000674),postero-ventral margin(part_of(interopercle)),PATO:0000586,increased size
Interopercle shape,expanded posteroventrally,BSPO:0000689^OBO_REL:part_of(TAO:0000674),postero-ventral margin(part_of(interopercle)),PATO:0000586,increased size
Width of mesethmoid neck,broad,BSPO:0000075^OBO_REL:part_of(TAO:0000323),central region(part_of(mesethmoid bone)),PATO:0000600,increased width
Width of mesethmoid neck,broad,BSPO:0000075^OBO_REL:part_of(TAO:0000323),central region(part_of(mesethmoid bone)),PATO:0000600,increased width
Width of mesethmoid neck,intermediate,BSPO:0000075^OBO_REL:part_of(TAO:0000323),central region(part_of(mesethmoid bone)),PATO:0000921,width
Width of mesethmoid neck,intermediate,BSPO:0000075^OBO_REL:part_of(TAO:0000323),central region(part_of(mesethmoid bone)),PATO:0000921,width
Width of mesethmoid neck,narrow,BSPO:0000075^OBO_REL:part_of(TAO:0000323),central region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Width of mesethmoid neck,narrow,BSPO:0000075^OBO_REL:part_of(TAO:0000323),central region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Vertical lamina between third and fourth neural spines,high with concave dorsal edge,BSPO:0000679^OBO_REL:part_of(TAO:0001514^OBO_REL:connected_to(TAO:0001887)^OBO_REL:connected_to(TAO:0001546)),"dorsal margin(part_of(bone(connected_to(neural spine 4), connected_to(neural spine 3))))",PATO:0001857,concave
Vertical lamina between third and fourth neural spines,high with concave dorsal edge,BSPO:0000679^OBO_REL:part_of(TAO:0001514^OBO_REL:connected_to(TAO:0001887)^OBO_REL:connected_to(TAO:0001546)),"dorsal margin(part_of(bone(connected_to(neural spine 4), connected_to(neural spine 3))))",PATO:0001857,concave
Vertical lamina between third and fourth neural spines,high with straight dorsal edge,BSPO:0000679^OBO_REL:part_of(TAO:0001514^OBO_REL:connected_to(TAO:0001887)^OBO_REL:connected_to(TAO:0001546)),"dorsal margin(part_of(bone(connected_to(neural spine 4), connected_to(neural spine 3))))",PATO:0002180,straight
Vertical lamina between third and fourth neural spines,high with straight dorsal edge,BSPO:0000679^OBO_REL:part_of(TAO:0001514^OBO_REL:connected_to(TAO:0001887)^OBO_REL:connected_to(TAO:0001546)),"dorsal margin(part_of(bone(connected_to(neural spine 4), connected_to(neural spine 3))))",PATO:0002180,straight
Vertical lamina between third and fourth neural spines,low with concave dorsal edge,BSPO:0000679^OBO_REL:part_of(TAO:0001514^OBO_REL:connected_to(TAO:0001887)^OBO_REL:connected_to(TAO:0001546)),"dorsal margin(part_of(bone(connected_to(neural spine 4), connected_to(neural spine 3))))",PATO:0001857,concave
Vertical lamina between third and fourth neural spines,low with concave dorsal edge,BSPO:0000679^OBO_REL:part_of(TAO:0001514^OBO_REL:connected_to(TAO:0001887)^OBO_REL:connected_to(TAO:0001546)),"dorsal margin(part_of(bone(connected_to(neural spine 4), connected_to(neural spine 3))))",PATO:0001857,concave
Cross-sectional form of skull (juveniles and young adults),arched,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0001594,arched
Cross-sectional form of skull (juveniles and young adults),arched,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0001594,arched
Cross-sectional form of skull (juveniles and young adults),flattened,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0000407,flat
Cross-sectional form of skull (juveniles and young adults),flattened,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0000407,flat
Cross-sectional form of skull (juveniles and young adults),moderately arched,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0001593,decreased curvature
Cross-sectional form of skull (juveniles and young adults),moderately arched,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0001593,decreased curvature
Cross-sectional form of skull (juveniles and young adults),moderately arched,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0001594,arched
Cross-sectional form of skull (juveniles and young adults),moderately arched,BSPO:0000018^OBO_REL:part_of(TAO:0001580),transverse section(part_of(neurocranium)),PATO:0001594,arched
Length of cleithral symphysis,exceptionally long,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,exceptionally long,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,intermediate,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,intermediate,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,long,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,long,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,short,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Length of cleithral symphysis,short,BSPO:0000683^OBO_REL:part_of(TAO:0000184),medial margin(part_of(cleithrum)),PATO:0000117,size
Tooth shape,"tooth base enlarged, with conical cusps",BSPO:0000074^OBO_REL:part_of(TAO:0001625),basal region(part_of(tooth)),PATO:0000586,increased size
Tooth shape,"tooth base enlarged, with conical cusps",BSPO:0000074^OBO_REL:part_of(TAO:0001625),basal region(part_of(tooth)),PATO:0000586,increased size
Anal-fin color pattern,more strongly pigmented along distal portion of branched anal-fin rays,BSPO:0000078^OBO_REL:part_of(TAO:0001162),distal region(part_of(anal fin)),PATO:0002250,increased pigmentation
Anal-fin color pattern,more strongly pigmented along distal portion of branched anal-fin rays,BSPO:0000078^OBO_REL:part_of(TAO:0001162),distal region(part_of(anal fin)),PATO:0002250,increased pigmentation
Anal-fin color pattern,not pigmented or with a pattern different from state 1,BSPO:0000078^OBO_REL:part_of(TAO:0001162),distal region(part_of(anal fin)),PATO:0002247,degree of pigmentation
Anal-fin color pattern,not pigmented or with a pattern different from state 1,BSPO:0000078^OBO_REL:part_of(TAO:0001162),distal region(part_of(anal fin)),PATO:0002247,degree of pigmentation
Anal-fin color pattern,not pigmented or with a pattern different from state 1,BSPO:0000078^OBO_REL:part_of(TAO:0001162),distal region(part_of(anal fin)),PATO:0002249,unpigmented
Anal-fin color pattern,not pigmented or with a pattern different from state 1,BSPO:0000078^OBO_REL:part_of(TAO:0001162),distal region(part_of(anal fin)),PATO:0002249,unpigmented
Length of maxilla,posterior tip reaching 1/3 of distance along length of infraorbital 2,BSPO:0000672^OBO_REL:part_of(TAO:0000270),posterior margin(part_of(maxilla)),PATO:0002259,adjacent to
Length of maxilla,posterior tip reaching area of contact between infraorbitals 1 and 2,BSPO:0000672^OBO_REL:part_of(TAO:0000270),posterior margin(part_of(maxilla)),PATO:0002259,adjacent to
Anterior neck of parasphenoid,long,BSPO:0000071^OBO_REL:part_of(TAO:0000561),anterior region(part_of(parasphenoid)),PATO:0000573,increased length
Anterior neck of parasphenoid,long,BSPO:0000071^OBO_REL:part_of(TAO:0000561),anterior region(part_of(parasphenoid)),PATO:0000573,increased length
Anterior neck of parasphenoid,short,BSPO:0000071^OBO_REL:part_of(TAO:0000561),anterior region(part_of(parasphenoid)),PATO:0000574,decreased length
Anterior neck of parasphenoid,short,BSPO:0000071^OBO_REL:part_of(TAO:0000561),anterior region(part_of(parasphenoid)),PATO:0000574,decreased length
Dorsal margin of premaxilla,serrated,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0001206,serrated
Dorsal margin of premaxilla,serrated,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0001206,serrated
Dorsal margin of premaxilla,smooth,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0001975,unserrated
Dorsal margin of premaxilla,smooth,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0001975,unserrated
Anterior neck on ceratohyal,deep,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000600,increased width
Anterior neck on ceratohyal,deep,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000600,increased width
Anterior neck on ceratohyal,narrow,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000599,decreased width
Anterior neck on ceratohyal,narrow,BSPO:0000071^OBO_REL:part_of(TAO:0000578),anterior region(part_of(anterior ceratohyal)),PATO:0000599,decreased width
Dorsal margin of premaxilla,dorsum thick,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0000591,increased thickness
Dorsal margin of premaxilla,dorsum thick,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0000591,increased thickness
Dorsal margin of premaxilla,thin,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0000592,decreased thickness
Dorsal margin of premaxilla,thin,BSPO:0000679^OBO_REL:part_of(TAO:0000567),dorsal margin(part_of(premaxilla)),PATO:0000592,decreased thickness
Posteroventral and ventral edge of preopercle,entire,BSPO:0000684^OBO_REL:part_of(TAO:0000264),ventral margin(part_of(preopercle)),PATO:0002180,straight
Posteroventral and ventral edge of preopercle,entire,BSPO:0000684^OBO_REL:part_of(TAO:0000264),ventral margin(part_of(preopercle)),PATO:0002180,straight
Posteroventral and ventral edge of preopercle,entire,BSPO:0000689^OBO_REL:part_of(TAO:0000264),postero-ventral margin(part_of(preopercle)),PATO:0002180,straight
Posteroventral and ventral edge of preopercle,entire,BSPO:0000689^OBO_REL:part_of(TAO:0000264),postero-ventral margin(part_of(preopercle)),PATO:0002180,straight
